match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,2.3,2.3,Timor-Leste,Indonesia,GF Cardos,Yahya Suhail,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,2.4,2.4,Timor-Leste,Indonesia,GF Cardos,Yahya Suhail,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,2.5,2.5,Timor-Leste,Indonesia,GF Cardos,Yahya Suhail,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,2.6,2.6,Timor-Leste,Indonesia,GF Cardos,Yahya Suhail,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,3.1,3.1,Timor-Leste,Indonesia,Yahya Suhail,GF Cardos,IK Gamantika,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,3.2,3.2,Timor-Leste,Indonesia,Yahya Suhail,GF Cardos,IK Gamantika,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,3.3,3.3,Timor-Leste,Indonesia,Yahya Suhail,GF Cardos,IK Gamantika,4,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,3.4,3.4,Timor-Leste,Indonesia,Yahya Suhail,GF Cardos,IK Gamantika,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,3.5,3.5,Timor-Leste,Indonesia,Yahya Suhail,GF Cardos,IK Gamantika,1,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,3.6,3.6,Timor-Leste,Indonesia,GF Cardos,Yahya Suhail,IK Gamantika,1,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,4.1,4.1,Timor-Leste,Indonesia,GF Cardos,Yahya Suhail,GD Arta,0,0,,,,,,,caught,GF Cardos,,,A Alexander,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,4.2,4.2,Timor-Leste,Indonesia,Raihan Hossain,Yahya Suhail,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,4.3,4.3,Timor-Leste,Indonesia,Raihan Hossain,Yahya Suhail,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,4.4,4.4,Timor-Leste,Indonesia,Raihan Hossain,Yahya Suhail,GD Arta,1,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,4.5,4.5,Timor-Leste,Indonesia,Yahya Suhail,Raihan Hossain,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,4.6,4.6,Timor-Leste,Indonesia,Yahya Suhail,Raihan Hossain,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,5.1,5.1,Timor-Leste,Indonesia,Raihan Hossain,Yahya Suhail,IK Gamantika,0,0,,,,,,,caught,Raihan Hossain,,,F Banunaek,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,5.2,5.2,Timor-Leste,Indonesia,Elias Tilman,Yahya Suhail,IK Gamantika,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,5.3,5.3,Timor-Leste,Indonesia,Elias Tilman,Yahya Suhail,IK Gamantika,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,5.4,5.4,Timor-Leste,Indonesia,Elias Tilman,Yahya Suhail,IK Gamantika,0,0,,,,,,,lbw,Elias Tilman,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,5.5,5.5,Timor-Leste,Indonesia,Nazmul Huda,Yahya Suhail,IK Gamantika,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,5.6,5.6,Timor-Leste,Indonesia,Nazmul Huda,Yahya Suhail,IK Gamantika,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,6.1,6.1,Timor-Leste,Indonesia,Yahya Suhail,Nazmul Huda,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,6.2,6.2,Timor-Leste,Indonesia,Yahya Suhail,Nazmul Huda,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,6.3,6.3,Timor-Leste,Indonesia,Yahya Suhail,Nazmul Huda,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,6.4,6.4,Timor-Leste,Indonesia,Yahya Suhail,Nazmul Huda,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,6.5,6.5,Timor-Leste,Indonesia,Yahya Suhail,Nazmul Huda,J Dzulfikar,0,0,,,,,,,caught,Yahya Suhail,,,IK Gamantika,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,6.6,6.6,Timor-Leste,Indonesia,Suhail Sattar,Nazmul Huda,J Dzulfikar,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,7.1,7.1,Timor-Leste,Indonesia,Nazmul Huda,Suhail Sattar,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,7.2,7.2,Timor-Leste,Indonesia,Nazmul Huda,Suhail Sattar,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,7.3,7.3,Timor-Leste,Indonesia,Nazmul Huda,Suhail Sattar,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,7.4,7.4,Timor-Leste,Indonesia,Nazmul Huda,Suhail Sattar,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,7.5,7.5,Timor-Leste,Indonesia,Nazmul Huda,Suhail Sattar,GD Arta,0,1,,,1,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,7.6,7.6,Timor-Leste,Indonesia,Suhail Sattar,Nazmul Huda,GD Arta,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,8.1,8.1,Timor-Leste,Indonesia,Nazmul Huda,Suhail Sattar,D Nanda,0,0,,,,,,,caught,Nazmul Huda,,,IK Gamantika,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,8.2,8.2,Timor-Leste,Indonesia,Arif Hosen,Suhail Sattar,D Nanda,0,1,1,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,8.3,8.2,Timor-Leste,Indonesia,Arif Hosen,Suhail Sattar,D Nanda,0,1,,,,1,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,8.4,8.3,Timor-Leste,Indonesia,Suhail Sattar,Arif Hosen,D Nanda,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,8.5,8.4,Timor-Leste,Indonesia,Suhail Sattar,Arif Hosen,D Nanda,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,8.6,8.5,Timor-Leste,Indonesia,Suhail Sattar,Arif Hosen,D Nanda,0,0,,,,,,,caught,Suhail Sattar,,,GD Arta,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,8.7,8.6,Timor-Leste,Indonesia,EDS Pimheiro,Arif Hosen,D Nanda,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,9.1,9.1,Timor-Leste,Indonesia,Arif Hosen,EDS Pimheiro,DGAPD Wiswi,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,9.2,9.2,Timor-Leste,Indonesia,Arif Hosen,EDS Pimheiro,DGAPD Wiswi,0,1,1,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,9.3,9.2,Timor-Leste,Indonesia,Arif Hosen,EDS Pimheiro,DGAPD Wiswi,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,9.4,9.3,Timor-Leste,Indonesia,Arif Hosen,EDS Pimheiro,DGAPD Wiswi,2,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,9.5,9.4,Timor-Leste,Indonesia,Arif Hosen,EDS Pimheiro,DGAPD Wiswi,0,0,,,,,,,caught,Arif Hosen,,,D Nanda,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,9.6,9.5,Timor-Leste,Indonesia,RDS Morein,EDS Pimheiro,DGAPD Wiswi,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,1,9.7,9.6,Timor-Leste,Indonesia,RDS Morein,EDS Pimheiro,DGAPD Wiswi,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,0.1,0.1,Indonesia,Timor-Leste,J Dzulfikar,D Nanda,Elias Tilman,0,1,1,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,0.2,0.1,Indonesia,Timor-Leste,J Dzulfikar,D Nanda,Elias Tilman,1,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,0.3,0.2,Indonesia,Timor-Leste,D Nanda,J Dzulfikar,Elias Tilman,1,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,0.4,0.3,Indonesia,Timor-Leste,J Dzulfikar,D Nanda,Elias Tilman,1,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,0.5,0.4,Indonesia,Timor-Leste,D Nanda,J Dzulfikar,Elias Tilman,0,1,1,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,0.6,0.4,Indonesia,Timor-Leste,D Nanda,J Dzulfikar,Elias Tilman,1,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,0.7,0.5,Indonesia,Timor-Leste,J Dzulfikar,D Nanda,Elias Tilman,1,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,0.8,0.6,Indonesia,Timor-Leste,D Nanda,J Dzulfikar,Elias Tilman,2,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,1.1,1.1,Indonesia,Timor-Leste,J Dzulfikar,D Nanda,Nazmul Huda,0,1,1,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,1.2,1.1,Indonesia,Timor-Leste,J Dzulfikar,D Nanda,Nazmul Huda,2,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,1.3,1.2,Indonesia,Timor-Leste,J Dzulfikar,D Nanda,Nazmul Huda,0,0,,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,1.4,1.3,Indonesia,Timor-Leste,J Dzulfikar,D Nanda,Nazmul Huda,0,2,2,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,1.5,1.3,Indonesia,Timor-Leste,D Nanda,J Dzulfikar,Nazmul Huda,0,1,1,,,,,,,,,,,,
1508276,2025/26,2025-11-11,Udayana Cricket Ground,2,1.6,1.3,Indonesia,Timor-Leste,D Nanda,J Dzulfikar,Nazmul Huda,0,1,1,,,,,,,,,,,,
